Protein1,Protein2,Combined Score
4595,5474,580
4595,1646,165
4595,4534,463
4595,2538,282
4595,2449,164
4595,3230,690
4595,4514,592
4595,1277,438
4595,1903,381
4595,2256,371
4595,5120,381
4595,5190,683
4595,736,330
4595,1032,427
4595,4833,470
4595,1693,317
4595,2012,570
4595,3422,181
4595,5326,171
4595,5593,349
4595,3119,417
4595,3330,327
4595,4181,210
4595,3955,157
4595,4454,156
4595,3895,661
4595,1662,169
4595,1331,335
4595,5285,183
4595,5364,321
4595,2312,810
4595,534,242
4595,4307,435
4595,1185,780
4595,788,288
4595,9,323
4595,3673,320
4595,458,176
4595,3818,517
4595,5084,163
4595,4203,602
4595,471,197
4595,1536,241
4595,2354,179
4595,3650,286
4595,1230,407
4595,5217,373
4595,4483,390
4595,4731,497
4595,2246,323
4595,651,292
4595,2415,184
4595,2958,997
4595,1162,342
4595,4013,219
4595,2402,295
4595,2608,209
4595,666,159
4595,278,198
4595,3734,321
4595,3134,171
4595,1248,319
4595,2698,580
4595,3452,827
4595,3606,488
4595,1750,302
4595,5268,400
4595,4226,730
4595,4460,260
4595,5485,211
4595,2896,191
4595,2979,195
4595,3858,169
4595,680,184
4595,3423,296
4595,2513,338
4595,4958,342
4595,3322,173
4595,4568,371
4595,1627,300
4595,1816,211
4595,2870,347
4595,5062,317
4595,716,302
4595,4397,440
4595,408,614
4595,3784,785
4595,2982,163
4595,3737,158
4595,3415,517
4595,3893,515
4595,5210,343
4595,5611,333
4595,1508,286
4595,3090,349
4595,5156,903
4595,752,294
4595,2817,234
4595,479,193
4595,2543,328
4595,3934,260
4595,3186,170
4595,4934,151
4595,5702,340
4595,2180,784
4595,5081,366
4595,3939,323
4595,455,159
4595,754,459
4595,179,525
4595,3446,290
4595,4801,408
4595,3159,200
4595,5565,331
4595,696,299
4595,619,531
4595,3394,695
4595,2593,385
4595,3157,600
4595,3491,432
4595,1,357
4595,2395,213
4595,944,173
4595,2208,412
4595,950,154
4595,5913,720
4595,846,337
4595,2478,293
4595,3214,339
4595,3323,970
4595,2610,239
4595,1801,390
4595,484,404
4595,2616,349
4595,2245,230
4595,1217,463
4595,4112,486
4595,5676,187
4595,5799,224
4595,2763,334
4595,909,624
4595,5249,204
4595,1349,295
4595,1682,173
4595,2688,167
4595,177,335
4595,1515,314
4595,4050,227
4595,658,589
4595,5524,328
4595,851,215
4595,1240,230
4595,5257,264
4595,5185,189
4595,4837,865
4595,67,227
4595,3108,332
4595,3130,273
4595,4641,265
4595,4126,208
4595,4356,303
4595,2625,676
4595,955,791
4595,3071,233
4595,1191,159
4595,5713,893
4595,224,203
4595,4417,211
4595,4870,585
4595,674,414
4595,5714,167
4595,1357,156
4595,352,276
4595,4224,605
4595,734,693
4595,2931,177
4595,4011,357
4595,1365,385
4595,4415,211
4595,1451,241
4595,3588,190
4595,768,505
4595,611,175
4595,1492,202
4595,1396,541
4595,4197,493
4595,2272,192
4595,5028,242
4595,6030,560
4595,3593,193
4595,2202,534
4595,12,187
4595,5909,257
4595,1025,151
4595,163,410
4595,1917,667
4595,68,997
4595,4638,156
4595,883,492
4595,682,236
4595,3066,413
4595,3869,661
4595,4037,263
4595,2607,340
4595,4180,483
4595,1363,793
4595,931,211
4595,4136,175
4595,4329,165
4595,2638,194
4595,710,161
4595,4431,157
4595,4582,429
4595,5333,263
4595,744,381
4595,4849,175
4595,1457,579
4595,3912,435
4595,3992,358
4595,2547,153
4595,5245,529
4595,757,371
4595,1524,174
4595,1986,157
4595,3708,280
4595,3668,267
4595,702,368
4595,5664,537
4595,2471,457
4595,192,396
4595,1221,210
4595,4324,379
4595,2241,293
4595,3107,313
4595,3928,183
4595,1305,482
4051,321,964
4051,4528,295
4051,1369,194
4051,3294,192
4051,1004,182
4051,3226,216
4051,1019,166
4051,814,163
4051,5417,203
4051,118,228
4051,5903,955
4051,3248,184
4051,4131,270
4051,3461,244
4051,148,181
4051,1134,325
4051,2727,161
4051,2162,297
4051,5118,213
4051,894,215
4051,3280,189
4051,1671,361
4051,2203,241
4051,5176,198
4051,3888,157
4051,3689,212
4051,3109,281
4051,2962,309
4051,5489,160
4051,1310,369
4051,845,212
4051,4752,389
4051,207,415
4051,3806,230
4051,2773,154
4051,1140,174
4051,2168,245
4051,5645,918
4051,1246,379
4051,576,176
4051,1034,215
4051,2377,368
4051,4981,993
4051,654,234
4051,2728,306
4051,3953,176
4051,4579,213
4051,5892,237
4051,1218,986
4051,1448,203
4051,823,291
4051,1635,155
4051,2623,475
4051,4157,175
4051,795,158
4051,3720,156
4051,3155,210
4051,542,445
4051,1871,396
4051,1017,188
4051,3833,203
4051,5240,559
4051,661,333
4051,1933,559
4051,4542,259
4051,921,229
4051,3653,270
4051,1526,192
4051,1311,156
4051,847,286
4051,3379,185
4051,524,293
4051,3443,203
4051,6027,353
4051,2568,319
4051,1658,323
4051,1300,165
4051,2297,324
4051,1631,246
4051,2901,465
4051,1038,180
4051,5094,188
4051,2309,263
4051,970,201
4051,2554,225
4051,4309,255
4051,4761,996
4051,1164,323
4051,3670,162
4051,3621,154
4051,1475,234
4051,3138,230
4051,5473,249
4051,5692,267
4051,223,159
4051,3526,314
4051,4600,287
4051,5340,168
4051,3022,774
4051,1581,219
4051,1481,197
4051,1543,993
4051,833,198
4051,5812,265
4051,4618,193
4051,4805,973
4051,5135,191
4051,4455,447
4051,5780,247
4051,1593,250
4051,1078,210
4051,2898,152
4051,3807,319
4051,1332,194
4051,596,298
4051,4571,199
4051,4429,301
4051,4084,287
4051,210,456
4051,4509,179
4051,4410,210
4051,544,285
4051,3929,160
4051,3515,229
4051,2063,561
4051,4267,159
4051,1335,245
4051,5062,173
4051,3861,206
4051,3234,267
4051,2817,152
4051,2199,239
4051,3392,170
4051,3939,313
4051,4377,472
4051,2409,222
4051,4229,350
4051,3073,155
4051,3938,273
4051,2631,520
4051,3323,213
4051,4983,455
4051,5167,268
4051,966,901
4051,561,970
4051,3917,381
4051,2245,182
4051,1382,982
4051,5640,437
4051,5684,241
4051,5391,197
4051,3045,195
4051,4676,690
4051,4876,233
4051,2736,176
4051,2,253
4051,2755,238
4051,350,155
4051,2246,243
4051,1872,182
4051,1179,404
4051,579,151
4051,5871,221
4051,4191,241
4051,5858,212
4051,875,299
4051,2405,381
4051,4771,358
4051,70,256
4051,127,163
4051,5518,170
4051,4421,190
4051,4722,271
4051,5923,411
4051,3509,234
4051,5448,489
4051,787,528
4051,4354,292
4051,5092,176
4051,5782,987
4051,1282,158
4051,1379,307
4051,1477,885
4051,3564,235
4051,3593,179
4051,159,272
4051,774,577
4051,1856,178
4051,4638,177
4051,3769,632
4051,1154,219
4051,4543,194
4051,3551,358
4051,554,177
4051,3973,513
4051,5550,226
4051,4180,189
4051,5530,313
4051,4125,247
4051,4022,326
4051,4866,307
4051,3263,265
4051,3881,475
4051,5673,435
4051,2141,160
4051,3672,292
4051,1686,232
4051,5245,181
4051,604,238
4051,3988,177
4051,1947,341
4051,5870,523
4051,5433,193
4051,2515,183
4051,628,370
4051,3566,244
4051,4804,551
4051,1974,838
4051,2130,176
4051,489,173
4051,1913,152
4051,4261,269
4051,4947,225
4051,4705,303
4051,5351,189
4051,5748,150
4051,3026,225
4051,1777,191
4051,1813,183
4051,566,296
4051,405,154
4051,2498,170
4051,5090,676
4051,1459,633
4051,5844,177
4051,2341,235
4051,3863,171
4051,5747,238
4051,1000,152
4222,1600,158
4222,404,184
4222,1769,163
4222,3081,357
4222,1728,154
4222,3208,175
4222,3512,213
4222,5837,189
4222,3662,156
4222,969,214
4222,1624,299
4222,4596,270
4222,1689,164
4222,3651,163
4222,5553,368
4222,2128,150
4222,3243,263
4222,3486,369
4222,5601,252
4222,692,493
4222,4296,163
4222,2662,344
4222,2874,156
4222,2005,238
4222,489,248
4222,4307,187
4222,1889,238
4222,4620,181
4222,6031,199
4222,796,188
4222,1086,494
4222,2207,303
4222,1281,511
4222,4213,155
4222,1130,202
4222,21,179
4222,2429,371
4222,2993,261
4222,4577,198
4222,1374,170
4222,5085,343
4222,1357,153
4222,2614,301
4222,2405,179
4222,4290,323
4222,2273,177
4222,1194,181
4222,4799,161
2223,5601,249
2223,3824,208
2223,2162,386
2223,1891,169
2223,3703,171
2223,952,154
2223,3323,271
2223,5091,152
2223,2245,330
2223,4942,540
2223,1816,368
2223,4397,157
2223,1624,237
2223,5943,270
2223,3392,268
2223,5104,530
2223,5212,357
2223,52,980
2223,3546,548
2223,2247,158
2223,3734,306
2223,3284,600
2223,1750,699
2223,711,969
2223,3858,900
2223,4694,600
2223,1690,610
2223,3509,323
2223,3216,308
2223,3441,514
2223,889,176
2223,2572,166
2223,3255,396
2223,5892,209
2223,1474,900
2223,5457,179
2223,2866,735
2223,192,559
2223,5787,916
2223,230,950
2223,5180,191
2223,7,627
2223,3587,179
2223,900,287
2223,1428,218
2223,1025,323
2223,3889,261
2223,4037,600
2223,18,206
2223,3331,178
2223,2990,206
2223,5536,900
2223,5395,164
2223,2517,334
2223,4103,415
2223,4290,181
2223,1664,365
2223,3535,992
2223,4224,161
2223,1462,178
2223,5480,212
2223,4785,326
2223,3179,192
2223,3631,967
2223,4128,176
2223,4947,256
2223,5257,158
2223,2874,163
2223,338,600
2223,4545,153
5859,3109,270
5859,5250,256
5859,3806,177
5859,2773,160
5859,1140,157
5859,2728,240
5859,5641,154
5859,823,153
5859,2665,453
5859,4259,150
5859,5027,827
5859,3720,331
5859,2287,217
5859,1639,431
5859,3027,157
5859,1312,189
5859,3461,469
5859,4260,256
5859,947,240
5859,584,188
5859,3545,155
5859,915,251
5859,3740,244
5859,5320,189
5859,781,256
5859,1785,318
5859,5727,279
5859,2258,341
5859,1454,154
5859,4455,157
5859,3931,349
5859,4132,321
5859,4571,180
5859,5536,151
5859,4429,204
5859,4672,160
5859,3693,370
5859,5143,298
5859,3111,254
5859,3211,440
5859,5020,154
5859,4914,181
5859,3653,270
5859,2606,212
5859,4079,154
5859,3379,158
5859,212,289
5859,60,347
5859,5163,245
5859,200,189
5859,2309,191
5859,2866,303
5859,2392,223
5859,5684,178
5859,4876,226
5859,3818,156
5859,5860,177
5859,3843,290
5859,2461,206
5859,1133,163
5859,488,249
5859,2594,179
5859,2405,234
5859,70,288
5859,5518,507
5859,1319,211
5859,4130,994
5859,787,207
5859,4691,160
5859,5782,264
5859,3489,220
5859,5062,301
5859,2680,206
5859,2096,252
5859,2199,300
5859,766,191
5859,4108,183
5859,1951,163
5859,2245,153
5859,1618,181
5859,1117,303
5859,4740,945
5859,5436,219
5859,2341,243
5859,3863,268
5859,3510,379
5859,159,155
5859,1268,770
5859,900,267
5859,5827,244
5859,1856,187
5859,883,305
5859,3675,263
5859,1524,234
5859,3918,270
5859,3988,184
5859,192,235
2613,4767,156
2613,4230,179
2613,486,197
2613,1097,297
2613,3595,293
2613,1775,153
2613,1059,174
2613,3059,353
2613,5640,208
2613,1383,214
2613,2070,166
2613,3417,183
2613,1711,217
2613,587,161
2613,957,220
2613,4694,258
2613,5367,244
2613,2429,204
2613,856,193
2613,4965,153
2613,3544,193
2613,3085,211
2613,1977,166
2613,278,235
2613,5858,234
2613,4607,159
2613,5210,520
2613,4915,191
2613,3186,181
2613,1972,211
2613,254,443
2613,2830,186
2613,5795,165
2613,3586,161
2613,397,202
2613,4208,173
2613,3234,181
2613,5825,173
2613,398,204
2613,3737,487
2613,3268,197
2613,4314,242
2613,1698,203
2613,4907,216
2613,4917,219
2613,2410,171
2613,1844,172
2613,893,182
2613,1691,535
2613,5495,173
2613,4257,356
2613,3271,150
2613,2646,207
2613,1060,370
2613,755,167
2613,525,187
2613,5962,152
2613,4892,272
2613,5049,243
2613,2463,165
2613,1482,184
2613,5202,193
2613,1233,185
2613,3621,174
2613,5947,217
2613,2437,163
2613,340,176
2613,734,208
2613,26,158
2613,4592,157
2613,5707,297
2613,417,173
2613,298,163
2613,5713,163
2613,1944,151
2613,4980,410
2613,224,267
2613,917,234
2613,1762,177
2613,2516,216
2613,4817,196
2613,4136,150
2613,4079,190
2613,6036,169
2613,5850,442
2613,5435,152
2613,5180,160
2613,4766,220
2613,5348,428
2613,4335,233
2613,705,181
2613,4400,213
2613,50,211
2613,2733,158
2613,290,150
2613,3107,388
2613,3339,189
2613,1501,181
2613,4863,182
2613,927,504
2613,1167,214
738,4198,320
738,2393,319
738,88,212
738,4002,167
738,5671,154
738,2395,160
738,3834,284
738,3820,201
738,3241,225
738,5681,243
738,357,294
738,4818,688
738,436,225
738,5746,314
738,697,182
738,2949,191
738,2247,161
738,3074,175
738,4445,153
738,5515,153
738,4309,193
738,3252,212
738,2660,260
738,4913,261
738,2547,218
738,475,152
738,2398,200
738,5492,187
738,4756,388
738,6013,370
738,2643,222
738,5055,155
738,4061,209
738,2485,261
738,4799,152
738,4705,252
738,4126,166
738,3020,213
738,4804,226
738,1021,299
738,1574,224
738,1618,183
738,3566,286
713,1475,693
713,2258,197
713,5340,907
713,4687,363
713,194,664
713,5135,236
713,2757,163
713,1890,181
713,4980,163
713,2030,163
713,5192,277
713,210,150
713,3929,310
713,4542,196
713,3445,150
713,2554,221
713,5094,732
713,2716,181
713,4761,153
713,3395,414
713,2962,889
713,4919,163
713,3806,286
713,703,154
713,1811,155
713,981,187
713,4580,224
713,5868,247
713,5874,150
713,3775,197
713,5027,202
713,2845,163
713,5528,439
713,100,224
713,4056,409
713,397,291
713,282,155
713,947,195
713,2768,166
713,4720,167
713,5176,200
713,5727,318
713,2963,205
713,1785,216
713,5910,163
713,2186,293
713,1284,220
713,4213,205
713,1617,300
713,489,189
713,5009,405
713,4740,198
713,2555,162
713,1459,611
713,3697,300
713,2151,268
713,4970,261
713,1378,163
713,1856,547
713,1906,203
713,4037,163
713,245,167
713,3576,189
713,4955,174
713,1763,829
713,1112,315
713,708,305
713,3330,265
713,5294,177
713,4676,183
713,4876,157
713,2736,812
713,4965,167
713,488,150
713,70,314
713,3680,217
713,4694,163
713,787,162
713,55,163
713,4225,203
713,108,497
713,2664,176
713,1094,725
713,3186,252
713,3073,186
713,1568,161
713,3609,365
713,1060,163
713,1099,217
713,83,163
713,2087,239
713,4210,245
713,5920,264
713,3138,294
713,3590,295
713,1543,578
713,5021,163
713,1014,224
713,338,187
713,4545,350
713,4805,526
713,2898,220
713,5957,163
713,1484,204
713,3646,215
713,7,192
713,862,171
713,3208,216
713,3662,181
713,3963,163
713,2666,198
713,212,171
713,5163,174
713,1903,419
713,5279,181
713,5946,163
713,3670,295
713,3273,300
713,4004,177
713,3689,153
713,3485,165
713,4175,690
713,3904,163
713,3569,261
713,2134,173
713,2728,309
713,823,780
713,3034,370
713,4201,166
713,1218,506
713,3676,265
713,4831,158
713,322,178
713,3284,187
713,0,167
713,926,156
713,1004,697
713,5903,538
713,1312,396
713,5482,168
713,799,665
713,2293,163
713,528,165
713,5118,246
713,2453,861
713,5954,226
713,569,224
713,3468,155
713,775,643
713,1493,340
713,1719,219
713,4848,167
713,5292,244
713,864,156
713,102,181
713,2237,286
713,2279,224
713,3026,294
713,5090,908
713,2185,187
713,5756,163
713,4553,191
713,4504,205
713,3179,280
713,5986,237
713,1920,164
713,3769,285
713,5884,185
713,5218,226
713,5245,199
713,3857,173
713,5433,898
713,466,179
713,3955,161
713,2312,227
713,3843,573
713,284,182
713,5871,177
713,5166,265
713,4017,350
713,2459,329
713,5518,228
713,5448,176
713,995,211
713,3737,180
713,2199,299
713,593,182
713,404,282
713,3095,702
713,2409,655
713,755,185
713,2675,598
713,4044,182
713,853,276
713,152,261
713,3938,224
713,4195,180
713,2410,163
713,5676,180
713,3746,853
713,4326,160
1453,5705,191
1453,707,213
1453,293,196
1453,361,220
1453,4592,309
1453,2068,254
1453,1451,197
1453,2326,520
1453,1349,222
1453,864,180
1453,489,199
1453,1759,213
1453,5333,190
1453,395,198
1453,4095,227
1453,1154,169
1453,3973,200
1453,1343,295
1453,3695,296
1453,592,401
1453,995,293
1453,2418,191
1453,2109,201
1453,3678,212
1453,6039,173
1453,4964,182
1453,3911,163
1453,3051,305
1453,1133,152
1453,5431,902
1453,5525,159
1453,446,447
1453,3008,350
1453,4314,188
1453,1676,187
1453,4889,307
1453,2436,397
1453,3893,900
1453,479,701
1453,3407,248
1453,4961,175
1453,3934,163
1453,5652,217
1453,2038,151
1453,5642,188
1453,647,166
1453,1581,203
1453,289,190
1453,686,167
1453,5861,161
1453,5010,229
1453,1266,159
1453,2214,150
1453,3165,196
1453,4470,902
1453,2716,205
1453,736,218
1453,2363,201
1453,1689,219
1453,1463,219
1453,2137,163
1453,1526,164
1453,2062,163
1453,981,317
1453,2247,160
1453,4743,181
1453,1656,596
1453,1678,411
1453,5979,336
1453,2042,219
1453,4360,156
1453,5242,175
1453,4758,169
1453,5471,440
1453,5589,176
1453,709,174
1453,4774,198
1453,664,425
1453,2400,224
1453,3759,416
1453,4349,203
1453,3712,160
1453,1375,213
1453,2175,154
1453,4041,195
3216,5540,169
3216,1491,175
3216,3124,150
3216,6001,270
3216,1123,155
3216,2874,190
3216,3615,150
3216,4499,323
3216,1462,294
3216,5802,382
3216,5137,258
3216,78,164
3216,5180,215
3216,5958,271
3216,2238,172
3216,2097,561
3216,5366,386
3216,883,270
3216,2787,188
3216,2875,392
3216,422,166
3216,4169,720
3216,4941,150
3216,3987,167
3216,1382,270
3216,4964,173
3216,3312,179
3216,3119,213
3216,4758,150
3216,2223,308
3216,4018,167
3216,1474,167
3216,3295,154
3216,2329,159
3216,4157,294
3216,2247,227
3216,5568,213
3216,1656,150
3216,3327,480
3216,402,181
3216,4460,268
3216,2998,202
3216,3352,347
3216,398,238
3216,5795,588
3216,2742,181
3216,643,179
3216,4500,731
3216,2575,855
3216,1510,392
3216,4435,167
3216,3959,343
3216,2453,306
3216,709,189
3216,5589,150
3216,5601,309
3216,2466,291
3216,4210,194
3216,1122,239
3216,3265,173
3216,5535,185
3216,152,259
3216,5624,167
3216,5671,169
3216,5670,181
3216,3468,208
3878,4983,225
3878,4988,194
3878,1583,205
3878,5432,170
3878,735,953
3878,4036,944
3878,618,162
3878,5843,161
3878,168,160
3878,3370,309
3878,3302,150
3878,4431,205
3878,2138,683
3878,5931,267
3878,4125,200
3878,2450,343
3878,5884,280
3878,3263,216
3878,566,191
3878,2302,287
3878,4985,165
3878,2802,150
3878,4126,150
3878,5077,242
3878,5118,164
3878,5677,168
3878,5040,290
3878,980,213
3878,3905,179
3878,2293,537
3878,3420,909
3878,3635,189
3878,4217,283
3878,1322,960
3878,1281,155
3878,1822,246
3878,60,189
3878,5655,158
3878,2866,172
3878,4589,190
3878,5787,151
3878,4309,926
3878,3325,160
3878,862,168
3878,4335,233
3878,3833,902
3878,825,157
3878,4061,159
3878,5536,208
3878,4063,186
3878,5957,186
3878,1336,189
3878,1705,151
3878,4455,163
3878,1458,415
3878,3688,928
3878,83,200
3878,4154,423
3878,1190,525
3878,445,205
3878,906,936
3878,70,174
3878,5153,213
3878,180,155
3878,1118,159
3878,400,151
3878,2863,226
3878,2755,254
3878,3222,159
3878,2572,208
3878,1059,178
3878,1043,245
3878,4842,280
3878,3881,158
3878,748,201
3878,2576,287
3878,830,926
3878,1182,432
3878,3100,164
3878,5958,200
3878,4712,213
3878,4037,278
3878,245,169
3878,4860,926
3878,477,169
3878,2910,173
3878,5529,221
3878,1459,346
3878,1854,157
3878,3228,167
3878,2957,194
3878,1342,162
3878,2714,161
3878,2697,388
3878,5737,202
3878,3287,150
3878,4002,165
3878,5379,156
3878,3947,388
3878,1977,924
3878,3888,239
3878,3806,179
3878,703,208
3878,1034,180
3878,1630,212
3878,1300,154
3878,989,166
3878,3573,166
3878,2232,359
3878,2009,174
3878,5172,234
3878,2733,385
3878,3252,939
3878,1603,254
3878,5261,170
3878,6013,170
3878,956,904
3878,4571,307
3878,2491,161
3878,223,273
3878,1561,207
2956,3820,402
2956,2162,483
2956,1691,193
2956,4834,428
2956,2926,194
2956,535,189
2956,183,167
2956,2175,340
2956,1633,307
2956,3260,152
2956,4465,210
2956,1215,167
2956,4594,203
2956,3888,196
2956,3768,163
2956,5242,295
2956,4579,163
2956,4741,264
2956,524,163
2956,462,202
2956,3892,184
2956,18,206
2956,3042,181
2956,3621,151
2956,130,274
2956,2245,163
2956,878,274
2956,5444,317
2956,4800,210
2956,1408,202
2956,5294,198
2956,284,177
2956,471,156
2956,332,225
2956,744,229
2956,692,766
2956,1294,199
2956,2284,199
2956,1378,179
2956,2333,300
2956,5529,176
2956,6038,476
2956,97,188
2956,4125,173
2956,734,155
2956,3433,162
2956,773,547
2956,4740,252
2956,3629,198
2956,2714,173
2956,5185,261
917,2302,215
917,1130,255
917,1163,202
917,1618,179
917,4629,196
917,1574,818
917,1240,315
917,1523,551
917,2938,571
917,3629,175
917,4920,204
917,4498,205
917,1482,199
917,1018,220
917,2473,225
917,1533,216
917,5002,582
917,2440,183
917,220,153
917,5158,173
917,4416,156
917,1985,586
917,5063,178
917,231,163
917,768,173
917,4785,188
917,3920,294
917,4989,980
917,4037,202
917,5563,594
917,4180,179
917,2450,167
917,4860,213
917,3263,158
917,710,155
917,5239,323
917,3881,186
917,2467,151
917,5931,222
917,5025,339
917,237,229
917,2207,284
917,2863,186
917,2312,614
917,4481,210
917,3818,160
917,4196,150
917,2061,977
917,1729,848
917,2613,234
917,638,202
917,2897,205
917,871,518
917,402,178
917,358,195
917,3489,272
917,4333,268
917,2978,209
917,5448,222
917,2429,240
917,2008,161
917,5721,303
917,3025,164
917,1190,222
917,5500,345
917,5495,204
917,696,208
917,944,200
917,790,163
917,359,188
917,5319,216
917,2410,175
917,1844,209
917,4210,553
917,561,229
917,4820,154
917,5692,207
917,533,235
917,2258,175
917,391,247
917,3621,227
917,4644,192
917,3875,164
917,3022,391
917,4637,201
917,5135,177
917,4805,189
917,5536,325
917,4571,163
917,1890,237
917,4714,357
917,5480,164
917,3929,613
917,1742,157
917,3325,284
917,1252,161
917,2643,175
917,3651,188
917,2516,150
917,4055,212
917,1845,158
917,2238,188
917,3443,529
917,4534,187
917,2538,181
917,613,232
917,3369,387
917,2232,199
917,1167,264
917,2479,177
917,5279,193
917,50,228
917,3364,161
917,5089,188
917,5946,185
917,5787,162
917,4612,260
917,5183,236
917,2928,260
917,1246,203
917,5007,154
917,3544,181
917,1448,509
917,5283,151
917,5665,201
917,1711,208
917,64,240
917,3957,210
917,957,160
917,2548,158
917,565,263
917,485,170
917,4208,247
917,5417,513
917,4607,170
917,681,309
917,3947,155
917,1005,360
917,5405,602
917,2913,160
917,2293,183
917,1972,168
917,5079,170
917,3821,156
917,5312,572
917,5118,173
917,4916,292
917,5670,463
917,569,608
917,203,178
917,1521,167
917,2759,185
602,27,178
602,994,176
602,3899,163
602,4443,171
602,1036,192
602,3911,178
602,1097,276
602,4341,327
602,2806,248
602,3606,162
602,995,222
602,1670,292
602,691,168
602,716,344
602,607,200
602,5795,438
602,5943,155
602,3001,282
602,273,194
602,3407,315
602,3186,150
602,4961,248
602,2543,416
602,1094,294
602,2436,341
602,446,193
602,1571,277
602,5579,225
602,4286,424
602,2772,242
602,3694,255
602,726,217
602,950,398
602,1060,220
602,696,390
602,619,263
602,755,263
602,1158,199
602,1676,216
602,4195,237
602,1801,307
602,625,357
602,3499,168
602,2600,168
602,4820,151
602,5676,181
602,4112,258
602,1349,227
602,3464,161
602,5961,480
602,2326,244
602,360,276
602,1922,250
602,4892,205
602,4356,199
602,5162,217
602,5705,172
602,707,205
602,144,280
602,5602,201
602,4074,269
602,1976,162
602,361,250
602,1492,287
602,844,161
602,895,278
602,900,233
602,68,234
602,5802,250
602,672,162
602,1793,298
602,245,175
602,1343,282
602,4329,167
602,1109,266
602,5333,455
602,5730,177
602,5964,255
602,1759,206
602,192,220
602,4095,208
602,395,161
602,1221,157
602,5241,226
602,3640,159
602,4758,241
602,4941,176
602,5515,251
602,2042,268
602,796,156
602,1140,243
602,5934,254
602,2358,228
602,5007,253
602,2247,841
602,2062,235
602,1690,234
602,988,182
602,1678,154
602,2299,157
602,2152,182
602,1656,225
602,772,272
602,1321,274
602,148,202
602,166,292
602,1512,163
602,1375,162
602,1760,159
602,664,186
602,5867,292
602,5221,369
602,4774,200
602,791,307
602,5269,151
602,5535,188
602,4349,228
602,3759,258
602,5671,382
602,3792,278
602,2400,160
602,1122,230
602,1318,151
602,3853,183
602,5540,197
602,3138,167
602,5861,255
602,1581,193
602,2356,202
602,5812,167
602,5010,480
602,2757,222
602,3124,158
602,5666,279
602,4571,194
602,1890,161
602,4552,330
602,5581,247
602,3490,244
602,297,310
602,5652,319
602,193,188
602,2063,153
602,4904,206
602,1463,153
602,2195,151
602,2363,228
602,1526,260
602,1802,248
602,2214,304
602,1266,262
602,4438,319
602,2633,288
602,736,207
602,5120,176
602,3165,171
602,497,206
602,201,224
1759,2358,196
1759,1597,169
1759,3295,204
1759,5934,222
1759,1140,317
1759,3077,181
1759,1697,202
1759,5007,259
1759,2728,167
1759,1474,891
1759,828,410
1759,3640,434
1759,5241,208
1759,2508,180
1759,1310,168
1759,4758,699
1759,2746,210
1759,4941,420
1759,4728,306
1759,4360,174
1759,2042,249
1759,5452,698
1759,5515,188
1759,2998,489
1759,5979,376
1759,587,272
1759,1678,186
1759,2152,209
1759,4836,153
1759,772,643
1759,1656,336
1759,2319,236
1759,2247,226
1759,4743,434
1759,3682,322
1759,5741,216
1759,2062,158
1759,4388,357
1759,1187,381
1759,3089,188
1759,4116,213
1759,4846,286
1759,2175,261
1759,148,201
1759,1860,311
1759,1972,243
1759,1512,157
1759,3905,400
1759,4435,213
1759,1375,151
1759,2293,254
1759,2477,205
1759,2795,174
1759,2845,188
1759,4424,250
1759,3761,405
1759,5976,253
1759,5207,187
1759,3759,401
1759,2400,225
1759,1318,255
1759,3853,525
1759,3522,191
1759,5033,193
1759,664,500
1759,3703,231
1759,5867,421
1759,1691,186
1759,2850,169
1759,840,450
1759,2797,254
1759,5221,181
1759,4774,639
1759,4929,184
1759,1835,209
1759,791,474
1759,3545,383
1759,5269,263
1759,2356,208
1759,1561,375
1759,5227,154
1759,5021,439
1759,4588,263
1759,5666,274
1759,3124,235
1759,2757,269
1759,3286,216
1759,5010,464
1759,5905,259
1759,5861,336
1759,1233,163
1759,3138,252
1759,5540,234
1759,5692,232
1759,1581,416
1759,4328,153
1759,289,336
1759,686,244
1759,602,206
1759,4023,364
1759,836,155
1759,647,201
1759,4773,425
1759,3135,391
1759,1393,169
1759,4904,280
1759,218,307
1759,4076,161
1759,4577,214
1759,4571,289
1759,1453,213
1759,3615,290
1759,4552,164
1759,5581,303
1759,1664,606
1759,297,409
1759,4672,181
1759,4980,227
1759,5652,285
1759,3850,170
1759,1111,266
1759,1526,330
1759,2137,158
1759,4756,162
1759,2516,214
1759,3023,158
1759,2398,206
1759,5700,151
1759,3436,271
1759,4335,260
1759,3651,162
1759,1463,269
1759,1252,279
1759,2193,483
1759,4794,170
1759,2195,242
1759,490,262
1759,2363,467
1759,4596,263
1759,736,507
1759,3165,199
1759,497,190
1759,4204,207
1759,1164,171
1759,1032,680
1759,2538,162
1759,4660,178
1759,1266,164
1759,4993,168
1759,2214,467
1759,4438,216
1759,4355,313
1759,2867,468
1759,2633,222
1759,3573,551
1759,3899,514
1759,1036,380
1759,3595,215
1759,3911,164
1759,1872,342
1759,3650,244
1759,1097,196
1759,3410,189
1759,5217,194
1759,6039,185
1759,3987,281
1759,3370,351
1759,3678,415
1759,2312,187
1759,27,281
1759,2474,470
1759,994,270
1759,3895,170
1759,1408,154
1759,2806,289
1759,5923,160
1759,2418,397
1759,4183,384
1759,4451,165
1759,995,842
1759,1670,204
1759,4341,482
1759,5858,177
1759,479,260
1759,3407,460
1759,4915,238
1759,5037,291
1759,4961,182
1759,3186,314
1759,3934,158
